Добавки;Зелень;Получить;"Покупка : Приобретение в магазинах, супермаркетах или на рынках.
Выращивание : Выращивание овощей, фруктов и зелени на собственном участке.
Разведение : Разведение домашнего скота, птицы или рыб для получения мяса, яиц, молока.
Охота : Законная добыча дичи (с учетом лицензий и правил).
Рыбалка : Ловля рыбы с помощью удочек, сетей или других приспособлений.
Сбор : Сбор дикорастущих ягод, грибов, трав или плодов.
Обмен : Обмен товарами или услугами на продукты.
Подарок : Получение продуктов в качестве подарка от знакомых или друзей.
Доставка : Заказ продуктов через онлайн магазины или службы доставки.";231
Добавки;Зелень;Помыть или почистить;"Под проточной водой : Промывка руками для удаления грязи.
С помощью щетки : Использование мягкой щетки для очистки овощей и фруктов.
Овощечистка : Быстрый способ срезать кожуру с овощей и фруктов.
Ножом : Аккуратное срезание кожицы или верхнего слоя.
Кипячением : Отваривание для легкого снятия кожуры.
Скребком : Использование металлического или пластикового скребка для удаления загрязнений.
Теркой : Натирание целиком для автоматического удаления кожуры.
Специальные средства : Очистка с помощью специальных спреев или растворов для фруктов и овощей.
Ручная очистка : Удаление лишних частей руками (например, листьев или хвостиков).
Механическая чистка : Использование специальных устройств для быстрой очистки.";232
Добавки;Зелень;Нарезать;"Кубиками : Равномерные кусочки различного размера (маленькие, средние, крупные).
Соломкой : Тонкие длинные полоски (для фри, салатов).
Кружочками : Поперечные или продольные ломтики одинаковой толщины.
Дольками : Разделение на треугольники или сегменты (цитрусы, картофель).
Брусочками : Прямоугольные пласты или кусочки.
Тонко (на мандолине) : Использование специального инструмента для ровных слоев.
Шайбами : Нарезка поперек продукта (огурцы, колбаса).
Пластины : Тонкие широкие ломти (например, для запекания).
Наполовину/четвертинками : Деление пополам или на четверти для равномерной готовки.
Трещоткой/шинковкой : Измельчение на мелкие части с помощью специальных ножей или машинок.
Кубиками ""брюнет"" и ""макрон"" : Мелкая (2–3 мм) и крупная (1–1,5 см) нарезка кубиками.
Перьями : Тонкие длинные полоски (зелень, перец)";233
Добавки;Зелень;Поместить в посуду;"Выложить ложкой : Используйте ложку для аккуратного переноса продуктов.
Переложить руками : Положите продукты в посуду непосредственно руками (при чистоте и удобстве).
Пересыпать : Пересыпьте продукты из одной емкости в другую (подходит для сыпучих веществ, как крупы или сахар).
Насыпать : Насыпьте продукты прямо в посуду (например, муку или мелко нарезанные овощи).
Выложить шумовкой : Используйте шумовку для переноса твердых продуктов из жидкости.
Перелить : Перелейте жидкие продукты через кувшин, мерный стакан или с помощью льютка.
Разложить пинцетом/щипцами : Аккуратно разложите деликатные продукты с помощью специальных инструментов.
Выдавить : Выдавите мягкие продукты (например, чеснок или зубную пасту) прямо в посуду.
Уложить слоями : Распределите продукты слоями для приготовления запеканок, салатов или других блюд.
Наполнить кондитерским мешком : Используйте мешок для точной подачи жидких или мягких продуктов (например, тесто)";234
Добавки;Зелень;Натереть;"На крупной терке : Для нарезки крупными ломтиками.
На средней терке : Подходит для овощей, сыра или фруктов в салаты.
На мелкой терке : Используется для цитрусовой цедры, чеснока или твердого сыра.
На рифленой терке : Для получения длинных полосок (например, для салата ""Мимоза"").
На блиновой терке : Специальная форма для приготовления оладьев или блинов.
На щелевой терке : Для создания тонких пластинок (например, для украшения блюд).
На комбинированной терке : Несколько видов насадок для разных типов нарезки.
На электрической терке : Быстрое измельчение большого количества продуктов.
На ручной мини терке : Компактный вариант для точечного использования.";235
Добавки;Зелень;Пожарить;"На сковороде : Обжарка на растительном масле в открытой посуде.
В духовке : Использование высокой температуры для запекания с эффектом обжарки.
В воке : Быстрая обжарка на сильном огне с постоянным помешиванием.
В аэрогриле : Обжарка без масла за счет горячего воздуха.
На гриле : Приготовление на решетке с прямым контактом с жаром (уголь, электричество).
В мультиварке : Режим ""Жарка"" для приготовления с минимальным количеством масла.
На аэрогриле : Обжарка с использованием горячего воздуха и малого количества масла.
В глубоком масле (фритюр) : Полное погружение продуктов в разогретое масло.
На сухой сковороде : Обжарка без масла для получения натурального вкуса";236
Добавки;Зелень;Сварить;"В кипящей воде : Классический метод варки в большом количестве воды.
На пару : Приготовление без контакта с водой, используя пар (пароварка или решетка).
В собственном соку : Тушение продуктов в закрытой посуде с минимальным количеством жидкости.
В бульоне : Варка в подсоленной воде с добавлением специй или овощей для вкуса.
В мультиварке : Использование режима ""Варка"" для автоматического приготовления.
В скороварке : Быстрая варка под давлением для сохранения питательных веществ.
В вакуумной упаковке : Приготовление в вакуумном пакете при точной температуре.
В фольге : Запекание в духовке или на углях с эффектом варки.
В кастрюле с крышкой : Медленная варка для мягкости и насыщенности вкуса.
В микроволновке : Быстрая варка с использованием микроволнового излучения.";237
Хлебо булочные изделия;Хлеб;Получить;"Покупка : Приобретение в магазинах, супермаркетах или на рынках.
Выращивание : Выращивание овощей, фруктов и зелени на собственном участке.
Разведение : Разведение домашнего скота, птицы или рыб для получения мяса, яиц, молока.
Охота : Законная добыча дичи (с учетом лицензий и правил).
Рыбалка : Ловля рыбы с помощью удочек, сетей или других приспособлений.
Сбор : Сбор дикорастущих ягод, грибов, трав или плодов.
Обмен : Обмен товарами или услугами на продукты.
Подарок : Получение продуктов в качестве подарка от знакомых или друзей.
Доставка : Заказ продуктов через онлайн магазины или службы доставки.";238
Хлебо булочные изделия;Хлеб;Помыть или почистить;"Под проточной водой : Промывка руками для удаления грязи.
С помощью щетки : Использование мягкой щетки для очистки овощей и фруктов.
Овощечистка : Быстрый способ срезать кожуру с овощей и фруктов.
Ножом : Аккуратное срезание кожицы или верхнего слоя.
Кипячением : Отваривание для легкого снятия кожуры.
Скребком : Использование металлического или пластикового скребка для удаления загрязнений.
Теркой : Натирание целиком для автоматического удаления кожуры.
Специальные средства : Очистка с помощью специальных спреев или растворов для фруктов и овощей.
Ручная очистка : Удаление лишних частей руками (например, листьев или хвостиков).
Механическая чистка : Использование специальных устройств для быстрой очистки.";239
Хлебо булочные изделия;Хлеб;Нарезать;"Кубиками : Равномерные кусочки различного размера (маленькие, средние, крупные).
Соломкой : Тонкие длинные полоски (для фри, салатов).
Кружочками : Поперечные или продольные ломтики одинаковой толщины.
Дольками : Разделение на треугольники или сегменты (цитрусы, картофель).
Брусочками : Прямоугольные пласты или кусочки.
Тонко (на мандолине) : Использование специального инструмента для ровных слоев.
Шайбами : Нарезка поперек продукта (огурцы, колбаса).
Пластины : Тонкие широкие ломти (например, для запекания).
Наполовину/четвертинками : Деление пополам или на четверти для равномерной готовки.
Трещоткой/шинковкой : Измельчение на мелкие части с помощью специальных ножей или машинок.
Кубиками ""брюнет"" и ""макрон"" : Мелкая (2–3 мм) и крупная (1–1,5 см) нарезка кубиками.
Перьями : Тонкие длинные полоски (зелень, перец)";240
Хлебо булочные изделия;Хлеб;Поместить в посуду;"Выложить ложкой : Используйте ложку для аккуратного переноса продуктов.
Переложить руками : Положите продукты в посуду непосредственно руками (при чистоте и удобстве).
Пересыпать : Пересыпьте продукты из одной емкости в другую (подходит для сыпучих веществ, как крупы или сахар).
Насыпать : Насыпьте продукты прямо в посуду (например, муку или мелко нарезанные овощи).
Выложить шумовкой : Используйте шумовку для переноса твердых продуктов из жидкости.
Перелить : Перелейте жидкие продукты через кувшин, мерный стакан или с помощью льютка.
Разложить пинцетом/щипцами : Аккуратно разложите деликатные продукты с помощью специальных инструментов.
Выдавить : Выдавите мягкие продукты (например, чеснок или зубную пасту) прямо в посуду.
Уложить слоями : Распределите продукты слоями для приготовления запеканок, салатов или других блюд.
Наполнить кондитерским мешком : Используйте мешок для точной подачи жидких или мягких продуктов (например, тесто)";241
Хлебо булочные изделия;Хлеб;Натереть;"На крупной терке : Для нарезки крупными ломтиками.
На средней терке : Подходит для овощей, сыра или фруктов в салаты.
На мелкой терке : Используется для цитрусовой цедры, чеснока или твердого сыра.
На рифленой терке : Для получения длинных полосок (например, для салата ""Мимоза"").
На блиновой терке : Специальная форма для приготовления оладьев или блинов.
На щелевой терке : Для создания тонких пластинок (например, для украшения блюд).
На комбинированной терке : Несколько видов насадок для разных типов нарезки.
На электрической терке : Быстрое измельчение большого количества продуктов.
На ручной мини терке : Компактный вариант для точечного использования.";242
Хлебо булочные изделия;Хлеб;Пожарить;"На сковороде : Обжарка на растительном масле в открытой посуде.
В духовке : Использование высокой температуры для запекания с эффектом обжарки.
В воке : Быстрая обжарка на сильном огне с постоянным помешиванием.
В аэрогриле : Обжарка без масла за счет горячего воздуха.
На гриле : Приготовление на решетке с прямым контактом с жаром (уголь, электричество).
В мультиварке : Режим ""Жарка"" для приготовления с минимальным количеством масла.
На аэрогриле : Обжарка с использованием горячего воздуха и малого количества масла.
В глубоком масле (фритюр) : Полное погружение продуктов в разогретое масло.
На сухой сковороде : Обжарка без масла для получения натурального вкуса";243
Хлебо булочные изделия;Хлеб;Сварить;"В кипящей воде : Классический метод варки в большом количестве воды.
На пару : Приготовление без контакта с водой, используя пар (пароварка или решетка).
В собственном соку : Тушение продуктов в закрытой посуде с минимальным количеством жидкости.
В бульоне : Варка в подсоленной воде с добавлением специй или овощей для вкуса.
В мультиварке : Использование режима ""Варка"" для автоматического приготовления.
В скороварке : Быстрая варка под давлением для сохранения питательных веществ.
В вакуумной упаковке : Приготовление в вакуумном пакете при точной температуре.
В фольге : Запекание в духовке или на углях с эффектом варки.
В кастрюле с крышкой : Медленная варка для мягкости и насыщенности вкуса.
В микроволновке : Быстрая варка с использованием микроволнового излучения.";244
Хлебо булочные изделия;Мука;Получить;"Покупка : Приобретение в магазинах, супермаркетах или на рынках.
Выращивание : Выращивание овощей, фруктов и зелени на собственном участке.
Разведение : Разведение домашнего скота, птицы или рыб для получения мяса, яиц, молока.
Охота : Законная добыча дичи (с учетом лицензий и правил).
Рыбалка : Ловля рыбы с помощью удочек, сетей или других приспособлений.
Сбор : Сбор дикорастущих ягод, грибов, трав или плодов.
Обмен : Обмен товарами или услугами на продукты.
Подарок : Получение продуктов в качестве подарка от знакомых или друзей.
Доставка : Заказ продуктов через онлайн магазины или службы доставки.";245
Хлебо булочные изделия;Мука;Помыть или почистить;"Под проточной водой : Промывка руками для удаления грязи.
С помощью щетки : Использование мягкой щетки для очистки овощей и фруктов.
Овощечистка : Быстрый способ срезать кожуру с овощей и фруктов.
Ножом : Аккуратное срезание кожицы или верхнего слоя.
Кипячением : Отваривание для легкого снятия кожуры.
Скребком : Использование металлического или пластикового скребка для удаления загрязнений.
Теркой : Натирание целиком для автоматического удаления кожуры.
Специальные средства : Очистка с помощью специальных спреев или растворов для фруктов и овощей.
Ручная очистка : Удаление лишних частей руками (например, листьев или хвостиков).
Механическая чистка : Использование специальных устройств для быстрой очистки.";246
Хлебо булочные изделия;Мука;Нарезать;"Кубиками : Равномерные кусочки различного размера (маленькие, средние, крупные).
Соломкой : Тонкие длинные полоски (для фри, салатов).
Кружочками : Поперечные или продольные ломтики одинаковой толщины.
Дольками : Разделение на треугольники или сегменты (цитрусы, картофель).
Брусочками : Прямоугольные пласты или кусочки.
Тонко (на мандолине) : Использование специального инструмента для ровных слоев.
Шайбами : Нарезка поперек продукта (огурцы, колбаса).
Пластины : Тонкие широкие ломти (например, для запекания).
Наполовину/четвертинками : Деление пополам или на четверти для равномерной готовки.
Трещоткой/шинковкой : Измельчение на мелкие части с помощью специальных ножей или машинок.
Кубиками ""брюнет"" и ""макрон"" : Мелкая (2–3 мм) и крупная (1–1,5 см) нарезка кубиками.
Перьями : Тонкие длинные полоски (зелень, перец)";247
Хлебо булочные изделия;Мука;Поместить в посуду;"Выложить ложкой : Используйте ложку для аккуратного переноса продуктов.
Переложить руками : Положите продукты в посуду непосредственно руками (при чистоте и удобстве).
Пересыпать : Пересыпьте продукты из одной емкости в другую (подходит для сыпучих веществ, как крупы или сахар).
Насыпать : Насыпьте продукты прямо в посуду (например, муку или мелко нарезанные овощи).
Выложить шумовкой : Используйте шумовку для переноса твердых продуктов из жидкости.
Перелить : Перелейте жидкие продукты через кувшин, мерный стакан или с помощью льютка.
Разложить пинцетом/щипцами : Аккуратно разложите деликатные продукты с помощью специальных инструментов.
Выдавить : Выдавите мягкие продукты (например, чеснок или зубную пасту) прямо в посуду.
Уложить слоями : Распределите продукты слоями для приготовления запеканок, салатов или других блюд.
Наполнить кондитерским мешком : Используйте мешок для точной подачи жидких или мягких продуктов (например, тесто)";248
Хлебо булочные изделия;Мука;Натереть;"На крупной терке : Для нарезки крупными ломтиками.
На средней терке : Подходит для овощей, сыра или фруктов в салаты.
На мелкой терке : Используется для цитрусовой цедры, чеснока или твердого сыра.
На рифленой терке : Для получения длинных полосок (например, для салата ""Мимоза"").
На блиновой терке : Специальная форма для приготовления оладьев или блинов.
На щелевой терке : Для создания тонких пластинок (например, для украшения блюд).
На комбинированной терке : Несколько видов насадок для разных типов нарезки.
На электрической терке : Быстрое измельчение большого количества продуктов.
На ручной мини терке : Компактный вариант для точечного использования.";249
Хлебо булочные изделия;Мука;Пожарить;"На сковороде : Обжарка на растительном масле в открытой посуде.
В духовке : Использование высокой температуры для запекания с эффектом обжарки.
В воке : Быстрая обжарка на сильном огне с постоянным помешиванием.
В аэрогриле : Обжарка без масла за счет горячего воздуха.
На гриле : Приготовление на решетке с прямым контактом с жаром (уголь, электричество).
В мультиварке : Режим ""Жарка"" для приготовления с минимальным количеством масла.
На аэрогриле : Обжарка с использованием горячего воздуха и малого количества масла.
В глубоком масле (фритюр) : Полное погружение продуктов в разогретое масло.
На сухой сковороде : Обжарка без масла для получения натурального вкуса";250
Хлебо булочные изделия;Мука;Сварить;"В кипящей воде : Классический метод варки в большом количестве воды.
На пару : Приготовление без контакта с водой, используя пар (пароварка или решетка).
В собственном соку : Тушение продуктов в закрытой посуде с минимальным количеством жидкости.
В бульоне : Варка в подсоленной воде с добавлением специй или овощей для вкуса.
В мультиварке : Использование режима ""Варка"" для автоматического приготовления.
В скороварке : Быстрая варка под давлением для сохранения питательных веществ.
В вакуумной упаковке : Приготовление в вакуумном пакете при точной температуре.
В фольге : Запекание в духовке или на углях с эффектом варки.
В кастрюле с крышкой : Медленная варка для мягкости и насыщенности вкуса.
В микроволновке : Быстрая варка с использованием микроволнового излучения.";251
Прочее;Рис;Получить;"Покупка : Приобретение в магазинах, супермаркетах или на рынках.
Выращивание : Выращивание овощей, фруктов и зелени на собственном участке.
Разведение : Разведение домашнего скота, птицы или рыб для получения мяса, яиц, молока.
Охота : Законная добыча дичи (с учетом лицензий и правил).
Рыбалка : Ловля рыбы с помощью удочек, сетей или других приспособлений.
Сбор : Сбор дикорастущих ягод, грибов, трав или плодов.
Обмен : Обмен товарами или услугами на продукты.
Подарок : Получение продуктов в качестве подарка от знакомых или друзей.
Доставка : Заказ продуктов через онлайн магазины или службы доставки.";252
Прочее;Рис;Помыть или почистить;"Под проточной водой : Промывка руками для удаления грязи.
С помощью щетки : Использование мягкой щетки для очистки овощей и фруктов.
Овощечистка : Быстрый способ срезать кожуру с овощей и фруктов.
Ножом : Аккуратное срезание кожицы или верхнего слоя.
Кипячением : Отваривание для легкого снятия кожуры.
Скребком : Использование металлического или пластикового скребка для удаления загрязнений.
Теркой : Натирание целиком для автоматического удаления кожуры.
Специальные средства : Очистка с помощью специальных спреев или растворов для фруктов и овощей.
Ручная очистка : Удаление лишних частей руками (например, листьев или хвостиков).
Механическая чистка : Использование специальных устройств для быстрой очистки.";253
Прочее;Рис;Нарезать;"Кубиками : Равномерные кусочки различного размера (маленькие, средние, крупные).
Соломкой : Тонкие длинные полоски (для фри, салатов).
Кружочками : Поперечные или продольные ломтики одинаковой толщины.
Дольками : Разделение на треугольники или сегменты (цитрусы, картофель).
Брусочками : Прямоугольные пласты или кусочки.
Тонко (на мандолине) : Использование специального инструмента для ровных слоев.
Шайбами : Нарезка поперек продукта (огурцы, колбаса).
Пластины : Тонкие широкие ломти (например, для запекания).
Наполовину/четвертинками : Деление пополам или на четверти для равномерной готовки.
Трещоткой/шинковкой : Измельчение на мелкие части с помощью специальных ножей или машинок.
Кубиками ""брюнет"" и ""макрон"" : Мелкая (2–3 мм) и крупная (1–1,5 см) нарезка кубиками.
Перьями : Тонкие длинные полоски (зелень, перец)";254
Прочее;Рис;Поместить в посуду;"Выложить ложкой : Используйте ложку для аккуратного переноса продуктов.
Переложить руками : Положите продукты в посуду непосредственно руками (при чистоте и удобстве).
Пересыпать : Пересыпьте продукты из одной емкости в другую (подходит для сыпучих веществ, как крупы или сахар).
Насыпать : Насыпьте продукты прямо в посуду (например, муку или мелко нарезанные овощи).
Выложить шумовкой : Используйте шумовку для переноса твердых продуктов из жидкости.
Перелить : Перелейте жидкие продукты через кувшин, мерный стакан или с помощью льютка.
Разложить пинцетом/щипцами : Аккуратно разложите деликатные продукты с помощью специальных инструментов.
Выдавить : Выдавите мягкие продукты (например, чеснок или зубную пасту) прямо в посуду.
Уложить слоями : Распределите продукты слоями для приготовления запеканок, салатов или других блюд.
Наполнить кондитерским мешком : Используйте мешок для точной подачи жидких или мягких продуктов (например, тесто)";255
Прочее;Рис;Натереть;"На крупной терке : Для нарезки крупными ломтиками.
На средней терке : Подходит для овощей, сыра или фруктов в салаты.
На мелкой терке : Используется для цитрусовой цедры, чеснока или твердого сыра.
На рифленой терке : Для получения длинных полосок (например, для салата ""Мимоза"").
На блиновой терке : Специальная форма для приготовления оладьев или блинов.
На щелевой терке : Для создания тонких пластинок (например, для украшения блюд).
На комбинированной терке : Несколько видов насадок для разных типов нарезки.
На электрической терке : Быстрое измельчение большого количества продуктов.
На ручной мини терке : Компактный вариант для точечного использования.";256
Прочее;Рис;Пожарить;"На сковороде : Обжарка на растительном масле в открытой посуде.
В духовке : Использование высокой температуры для запекания с эффектом обжарки.
В воке : Быстрая обжарка на сильном огне с постоянным помешиванием.
В аэрогриле : Обжарка без масла за счет горячего воздуха.
На гриле : Приготовление на решетке с прямым контактом с жаром (уголь, электричество).
В мультиварке : Режим ""Жарка"" для приготовления с минимальным количеством масла.
На аэрогриле : Обжарка с использованием горячего воздуха и малого количества масла.
В глубоком масле (фритюр) : Полное погружение продуктов в разогретое масло.
На сухой сковороде : Обжарка без масла для получения натурального вкуса";257
Прочее;Рис;Сварить;"В кипящей воде : Классический метод варки в большом количестве воды.
На пару : Приготовление без контакта с водой, используя пар (пароварка или решетка).
В собственном соку : Тушение продуктов в закрытой посуде с минимальным количеством жидкости.
В бульоне : Варка в подсоленной воде с добавлением специй или овощей для вкуса.
В мультиварке : Использование режима ""Варка"" для автоматического приготовления.
В скороварке : Быстрая варка под давлением для сохранения питательных веществ.
В вакуумной упаковке : Приготовление в вакуумном пакете при точной температуре.
В фольге : Запекание в духовке или на углях с эффектом варки.
В кастрюле с крышкой : Медленная варка для мягкости и насыщенности вкуса.
В микроволновке : Быстрая варка с использованием микроволнового излучения.";258
Прочее;Вода;Получить;"Покупка : Приобретение в магазинах, супермаркетах или на рынках.
Выращивание : Выращивание овощей, фруктов и зелени на собственном участке.
Разведение : Разведение домашнего скота, птицы или рыб для получения мяса, яиц, молока.
Охота : Законная добыча дичи (с учетом лицензий и правил).
Рыбалка : Ловля рыбы с помощью удочек, сетей или других приспособлений.
Сбор : Сбор дикорастущих ягод, грибов, трав или плодов.
Обмен : Обмен товарами или услугами на продукты.
Подарок : Получение продуктов в качестве подарка от знакомых или друзей.
Доставка : Заказ продуктов через онлайн магазины или службы доставки.";259
Прочее;Вода;Помыть или почистить;"Под проточной водой : Промывка руками для удаления грязи.
С помощью щетки : Использование мягкой щетки для очистки овощей и фруктов.
Овощечистка : Быстрый способ срезать кожуру с овощей и фруктов.
Ножом : Аккуратное срезание кожицы или верхнего слоя.
Кипячением : Отваривание для легкого снятия кожуры.
Скребком : Использование металлического или пластикового скребка для удаления загрязнений.
Теркой : Натирание целиком для автоматического удаления кожуры.
Специальные средства : Очистка с помощью специальных спреев или растворов для фруктов и овощей.
Ручная очистка : Удаление лишних частей руками (например, листьев или хвостиков).
Механическая чистка : Использование специальных устройств для быстрой очистки.";260
Прочее;Вода;Нарезать;"Кубиками : Равномерные кусочки различного размера (маленькие, средние, крупные).
Соломкой : Тонкие длинные полоски (для фри, салатов).
Кружочками : Поперечные или продольные ломтики одинаковой толщины.
Дольками : Разделение на треугольники или сегменты (цитрусы, картофель).
Брусочками : Прямоугольные пласты или кусочки.
Тонко (на мандолине) : Использование специального инструмента для ровных слоев.
Шайбами : Нарезка поперек продукта (огурцы, колбаса).
Пластины : Тонкие широкие ломти (например, для запекания).
Наполовину/четвертинками : Деление пополам или на четверти для равномерной готовки.
Трещоткой/шинковкой : Измельчение на мелкие части с помощью специальных ножей или машинок.
Кубиками ""брюнет"" и ""макрон"" : Мелкая (2–3 мм) и крупная (1–1,5 см) нарезка кубиками.
Перьями : Тонкие длинные полоски (зелень, перец)";261
Прочее;Вода;Поместить в посуду;"Выложить ложкой : Используйте ложку для аккуратного переноса продуктов.
Переложить руками : Положите продукты в посуду непосредственно руками (при чистоте и удобстве).
Пересыпать : Пересыпьте продукты из одной емкости в другую (подходит для сыпучих веществ, как крупы или сахар).
Насыпать : Насыпьте продукты прямо в посуду (например, муку или мелко нарезанные овощи).
Выложить шумовкой : Используйте шумовку для переноса твердых продуктов из жидкости.
Перелить : Перелейте жидкие продукты через кувшин, мерный стакан или с помощью льютка.
Разложить пинцетом/щипцами : Аккуратно разложите деликатные продукты с помощью специальных инструментов.
Выдавить : Выдавите мягкие продукты (например, чеснок или зубную пасту) прямо в посуду.
Уложить слоями : Распределите продукты слоями для приготовления запеканок, салатов или других блюд.
Наполнить кондитерским мешком : Используйте мешок для точной подачи жидких или мягких продуктов (например, тесто)";262
